_id,评论内容,喜欢的菜,发布时间,用户总分,用户打分
{'$oid': '665dad93206d76c065d5ba10'},冰美式和手冲都蛮不错的，地段在西北湖，喝完咖啡还可以去边转转，还可以自己选杯子哦～,"['冰美式', 'Z+手冲']",2023-08-04 11:18,5.0,"{'口味': '4.5', '环境': '4.5', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},[薄荷]环境： 一开始以为是蛮大的店子，去了之后发现是蛮小的一个小小铺，里面大概三张小圆桌子  出品： 咖啡的话属于中规中矩的咖啡，家里用咖啡机做出来的味道，如果偶尔有机会路过可以来尝一尝，但是我大老远的跑过来就没必要 斯巴克蛋糕，味道整体还可以配着咖啡吃的话，没有那么容易腻和自己的好闺蜜做一两个小时，歇歇脚是个可以的地方。 如果想拍照的话，感觉不是很适合，比较小的店店，实在要拍的话就选个天气好的,"['巴斯克焦烧芝士', 'Z+手冲']",2023-06-01 18:37,3.0,"{'口味': '3.5', '环境': '3.5', '服务': '3.5'}"
{'$oid': '665dad93206d76c065d5ba10'},在一家小巷子根据导航找半天以为在马路牙子上谁知道在这个门里 店内不大但店外可以坐很多小妹妹来打卡拍照感觉单纯来喝咖啡的都有点突兀店内外都在拍照赶紧喝完走了咖啡种类很多找个工作日来坐下聊聊天感觉还是不错的,[],2023-06-01 17:53,4.0,"{'口味': '3.5', '环境': '3.5', '服务': '3.5'}"
{'$oid': '665dad93206d76c065d5ba10'},口味： 很好看也很好吃老板非常会做！还在培训员工！ 出品： 好看好看好看甜品非常有颜值！还有咖啡用的杯子都是限量版的非常好看很适合拍照有点复古风的味道 [薄荷]环境： 复古ins的感觉里面还有一个奢侈品包包店是一起的 喝咖啡的时候还可以去看看包包 [服务铃]服务： 老板和服务员态度都非常好,"['青提气泡', 'Z+手冲', '厚椰乳拿铁']",2023-05-28 11:57,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},很有氛围的一家咖啡小店，在路边的老建筑里，门口有一个户外小院子#因为在附近公园玩，在大众上看到的这家店，就来试试，果然没失望#虽在老房子里，但是装饰风格很舒服，店里干净温馨，咖啡和蛋糕都很棒，这个套餐很划算,[],2023-05-06 09:39,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},店名很独特，店比较小，甜品味道还不错。去晚了有些已经售罄。 店内比较小，感觉应该是老店了，有一些linefriends的周边，还算可爱。餐具也挺可爱的，不过有些餐具有些破损会影响出片。 如果整体格局环境和餐具上再注意更美观一点，效果应该会更好,[],2024-05-17 14:27,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},《没有名字的甜品店》，我记得是一部台湾的治愈美食电视剧。好像这家店的老板也是台湾人，特地买了老板从台湾背回来的大橄榄。这是家非常可爱的店子，被同事带过来，一进门就爱了。店面不大，很干净整洁，让人感觉很温暖，老板娘也很温柔。每个蛋糕都很漂亮，让人舍不得下口，味道不腻很清爽。,[],2024-04-01 16:22,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},一家“🐻出末”的甜品店  [薄荷]环境： 武汉市政府旁边的小路，看到一元路小学后左转往前走三分钟就可以看到这个店啦，门头不大，这一看就是主要做小学和小区生意的啦。但这种才是好，酒好不怕巷子深，我反而不爱那种装修特华丽的网红店。店里好多布朗🐻出现呀 原料：据说是动物奶油，因为会化，我还是吃得出来的，确实是的。  口味： 「榛子布朗」今天天气热，有20度，拿回去，熊的图案被我抖掉啦，但味道不错的，里面是巧克力奶油。「原味芝士」这个焦糖味浓，不够吃啊。  [樱花]性价比： 我买的「原味芝士」20，「榛子布朗」18，价格比有些小店要贵一点，但这地段，还有用的原料，也可以理解啦。,"['榛子布朗', '原味芝士']",2023-12-08 21:06,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},口味：两个蛋糕感觉味道一般吧，不过价格也不贵。  原料：不甜腻的蛋糕，也是很可爱的甜品小造型啦，应该会有很多小朋友喜欢，  [薄荷]环境：老板很热情，店里的位置比较小，很多都是附近上学的孩子过来吃。  路过的话可以去尝一尝。,[],2024-04-17 11:11,3.0,"{'口味': '3.0', '环境': '3.0', '服务': '3.0', '性价比': '3.0'}"
{'$oid': '665dad97206d76c065d5ba12'},在收藏夹里躺了很久的一家私房蛋糕店，周六店休，而每次路过总在周六🫣元旦假期总算打卡了。可能是假期，蛋糕的产品只剩几样，想吃的芋泥系全没有，最后挑了两个“偏门”，一袋辣橄榄一个老婆饼，台湾特色嘛😅，味道都不错。 橄榄酸甜，后味微辣，十分开胃解馋，老婆饼内馅好于酥皮，皮带奶香可有点干硬了，馅微糯微沙微甜，有点台味。 怀念台湾宜兰的糕饼,[],2024-01-02 14:16,3.5,"{'口味': '3.5', '环境': '3.5', '服务': '4.5', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},爽吃绵绵冰！草莓过季了还挺酸，芒果跟菠萝超甜！ 中午来吃，进口非常清爽，一人一份毫无压力～～ 带走了一罐曲奇，口感很细腻又不会过分甜，下次再来吃吃其他的,[],2024-04-14 21:20,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},朋友从外地来做过功课的打卡小店，在武汉这么久也是我第一次来。店子氛围挺温柔的。甜品还不错，比较适合citywalk中间来个茶歇。,[],2024-05-12 16:01,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},[薄荷]环境： 门面和店面都比较小，只有几桌可以坐着休息，像开在学校门口小甜品店的装修。 口味： 个人感觉比较一般，纯甜。看了推荐抱了很大期待特地找去，很让人失望。 [樱花]性价比： 人均30左右，也不贵，就是这种小店性价比太低了。,[],2024-01-11 08:48,3.5,"{'口味': '3.0', '环境': '3.5', '服务': '5.0', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},挺温馨的一家小店，在附近玩累了，正好路过就进去歇一会。甜品造型都很可爱，尝试了椰子慕斯，奶香浓郁。提拉米苏的造型个人比较喜欢，还点了红豆绵绵沙，甜度刚好，又不会太甜。生椰拿铁用的是一次性的杯子，感觉不那么精致，和店里其他东西不搭配。店里到处是小熊，童心童趣。,['红豆炼奶'],2023-09-20 14:26,4.5,"{'口味': '5.0', '环境': '5.0', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},非常可爱的店子，虽然本来是想喝东西但是没有饮品只有甜品但是确实被可爱到了,[],2024-01-09 15:55,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},没有名字的甜品店，在洞庭街上，看完知音号以后热得不行，吃一个这个非常解暑。水果绵绵冰应该算是他们家的招牌之一，牛奶绵绵冰打底，搭配各种应季水果芒果，提子，火龙果。他们家的装饰是很可爱的布朗熊，还有很多在台湾得的奖状，感觉其他甜品应该也很nice～,[],2023-09-25 21:24,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},很有特色的台式点心店，在旁边定做衣服的时候，老板推荐的，之后一发不可收拾，每个月总要买点特色的，芋头酥和红豆酥真的百吃不腻。,[],2024-02-13 20:54,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},在江滩附近逛完，正好有点空档，想吃点甜品稍微休息一下，就搜到了这家，门面小小的不起眼，进来发现别有洞天，风格偏韩系小清新，甜品颜值也都很高。 被布朗熊和小黄鸭吸引了，分别是巧克力和芒果慕斯，造型可可爱爱，入口即化，甜度把握刚刚好不会甜腻，巧克力的味道偏黑巧很浓郁，芒果味能尝出芒果的清香，出乎意料的好吃！ 看了下店里挂的介绍，店主应该是个蛮厉害的台湾甜品师，得过很多奖。临走我们又带了四个凤梨酥，尝尝是不是之前在台湾的味道～下次来武汉再让对象试试他心心念念的榴莲芝士吧,"['小黄鸭', '布朗熊']",2023-09-10 16:43,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},门口很吸引人，我是在点评网上搜了想吃刨冰来的，结果店里的氛围和转修感觉并不适合一个男的坐里面独啃刨冰，只好打包带走🏑，看店里的招牌是大福，结果没有，就随便选了个手指泡芙，超出预期的好吃，外面糖浆很清爽，里面的夹心很有水果风味，价格也还行吧，真的不错吃。,[],2023-08-01 02:05,4.5,"{'口味': '5.0', '环境': '4.0', '服务': '5.0', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},从2017年开始就一直光顾的一家店，店面不大，但是很温暖，甜品做的都很有水准，希望后面能吃到新的甜品！榴莲芝士超级浓郁,"['榴莲芝士', '伯爵红茶千层']",2023-11-21 13:49,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},路过的时候被大大的蝴蝶结吸引到了，办完事就直接来冲了，进门店主在装恰巴塔，烤的好好看。我前面一对父女，店主很耐心给父亲推荐适合小姑娘吃的品类。我买的司康大满贯，选了6种司康。司康用料很足，根据口味不同可以吃到有浓浓的原料味道：黄油、面粉、坚果、红茶、玫瑰花、巧克力、苹果、肉桂……还有不知道的香料，司康真的很香。我有几个是放到第二天吃的，吃之前打开袋子闻到幸福感一整个up！是很香很好吃的香味！对了有个无花果味道的大众评论菜品上没有，这个也好吃，可以吃到无花果脆脆的籽，很喜欢。写评论的时候我又开始馋了ԅ(¯﹃¯ԅ)下次来吃漂亮的小蛋糕,"['肉桂苹果司康', '奥利奥司康', '巧克力司康', '伯爵茶玫瑰司康', '焦糖海盐司康', '司康大满贯']",2024-05-31 12:45,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},点了好几次他家的面包盲盒，一次比一次体验好。 他家产品很丰富，而且每一个面包的个头都比较大。每种类型的特点都比较突出。比如恰巴塔的面就很有韧劲，花椒的味道比较明显，还挺特别的。牛角包一般，海盐味比较突出，但是有点偏咸。,[],2024-05-30 12:26,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},之前在万象城参加面包节的时候就种草了她们家； 这次来高雄路发现了她们的店，地理位置很好；像一个小花园…小小的店里充满了面包店香味，看到了很火的扁可颂；口感是偏软的不是很脆的那种，喜欢。早上一个可颂一杯咖啡，可以悠闲的在她家花园坐一坐，很不错呢,[],2024-06-01 09:36,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},在我的理论里，做不好夸夸的店，只可能是两种原因：  1.根本没有吃过好夸夸 2.吃过，但能力欠缺  要不是被高雄路上肆意的文艺气息吸引，要不是我对武汉烘焙界还抱有一丝希望，要不是这家店的门头有一点五分巴黎的影子，我也不至于花16块点一只原味夸。  一口咬下去，大脑记忆立即发生了跳转，让我想到上个月助理失误订的廉价酒店里的牙刷——干涩。  是的，在我敏锐的嗅觉下，不仅黄油味难寻，任何面粉香气也没有被拾到，只有干涩。  真是苦了这条看似情调品味高雅小街周围的居民，细细品鉴这洋盘气氛之后的作品，除了失望，只有对武汉这座土炮县城的更深刻认识。  真的，16块，还不如吃十八线县城小超市门口的老面包。  在点评里，凡是说这家店夸夸好吃的，就不说你们没吃过好东西了，准确说你们连基本款都没见到过，一个个都没见识的样子，构成了武汉烘焙主要的受众——喂点吃的就能满足的，外码和外行。  顺便说一句，对夸夸感兴趣的，可以看我对武汉其他夸夸店的点评。,[],2024-05-18 08:34,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},武汉咖啡？不，烘焙篇【软小姐的烘焙馆】 ​在当地是一家开了很多家店的连锁品牌，这家店位于高雄路，为啥要写这家店呢？因为小哥比较凶[旺柴]有特色，哈哈哈！面包类的产品其实个人吃下来觉得普通吧但是……又是咖啡☕️…还不错喝…一杯美式…哎哟！！出乎意料，本来期待不高，但是竟然还是SOE的单品埃塞厌氧系列的豆子？因为反差感，而体验感直线往上拉伸小洋楼不错可以一拍打卡，虽然2楼让我直不起腰直接头撞到顶[裂开]又是体验感UP【懵圈的是后面在国金看到了出摊的软小姐摊位，买二送一[旺柴][旺柴]可恶…】,[],2024-03-25 22:03,4.0,"{'口味': '3.5', '环境': '4.0', '服务': '4.0', '性价比': '3.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},[薄荷]环境： 有山有水有绿植。。很好的景观位。。两层楼，虽然二楼层高略低，上楼抬头需要稍注意一下‼️不影响美美拍照📷  口味： 点的两人下午茶套餐，整体还是比较划算两块法式蛋糕两杯咖啡，咖啡的选择就是冷/热拿铁或美式咯..可以可以 「抹茶北海道芝士」蛋糕很松软..略甜..没有吃到抹茶的香苦味儿蛋糕底部有芒果丁整体口感偏甜～ 「低糖栗子切块」栗子蛋糕本来以为是很厚重的口感糖度减低是很好的选择.蛋糕胚很松软清爽比想象中清爽很多..,"['北海道双层芝士', '冰美式', '低糖栗子切块']",2024-04-19 13:04,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},一家平日里很火的店。 1️⃣环境。店面不大，在高雄路的路口，很好找，而且装修的很像一个烘焙小院，估计拍照还很出片呢。 2️⃣味道。买了一个点评的券，是59.5💰6个司康，可以自选口味，「伯爵茶玫瑰司康」还可以，但玫瑰味比较淡，「抹茶薄荷司康」这个味道挺独特的，总体来说味道还可以，没吃蛋糕不知道小红书爆款的咖啡蛋糕味道如何。 3️⃣价格。如果是可以点个喝的坐下来闲一下午那挺好的，不贵，不过也并不便宜哈,[],2024-05-07 16:43,4.0,"{'口味': '4.0', '环境': '4.5', '服务': '4.0', '性价比': '3.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},口味： 特别钟爱他们家司康、这次选了3个口味 特别推荐那个低糖柚子的，口感很好，还可以吃到果粒  原料： 拿铁特别香醇，拉花很到位  [薄荷]环境： 上午晴天☀️在室外坐着特别舒服 拍照也很很合适 现在室外改造蝴蝶结🎀好漂亮,['拿铁'],2024-05-14 10:34,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},这家店开在我们这次入住的酒店楼下，当天晚上逛街的时候顺便路过他家，第二天中午就进去逛了逛，小店门口装修挺好看的，去的时候好几款可颂已经买完了，就买了几还剩下的，大概二十几一个，「芋泥大鼓」也顺手拿了一个，超级多芋泥，芋头脑袋可以冲，收银的时候服务员跟我们说，点评上有券会优惠，很满意！,[],2024-04-23 16:04,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},口味: 拿铁味道非常棒，可颂更好吃 原料: 连锁店的品质没话说 [樱花]性价比: 店内环境非常的棒，坐在窗边和好友聚会，感觉太棒了 [薄荷]环境: 非常棒的宝藏店,['拿铁'],2024-04-03 10:39,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},薄荷巧克力吃起来很清爽，即使是在夏天吃也完全不会有腻的感觉，蛋糕体上的饼干有些湿了，吃起来是软的，整体来说这个产品还行！  栗子蛋糕相对来说要逊色一点，奶油口感很渣，抹面奶油已经有很多裂痕，装饰的叶子不太新鲜。  环境很不错，适合打卡拍照。店里的帅哥服务态度很好～,[],2024-05-10 23:38,4.0,"{'口味': '4.0', '环境': '4.5', '服务': '4.5', '性价比': '4.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},[薄荷]环境： 几个店铺的装修设计都很喜欢 属于软小姐自己的风格很出片！  [樱花]性价比： 味道好食材一定不差价格合理 「巧克力慕斯」 巧克力🍫味道浓郁香醇口感细腻丝滑 「提拉米苏千层」 吃过几次不算齁甜奶油不腻 「乳酪芝士贝果」 贝果🥯系列真的很爱定期会买几个奶香浓郁配咖啡☕️不错哦！,"['提拉米苏千层', '巧克力甜甜圈']",2024-05-11 21:40,4.5,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},「奥利奥司康」奥利奥味挺均匀的，中规中矩，没有很惊艳但也不至于难吃 「广式香肠辣椒贝果」这个感觉有点没必要，没啥味道，就很普通的腊肠放进去，感觉味道都不怎么和贝果融合 环境很舒服，两层楼，外面也能做，被绿荫包围，夏天也很荫凉的感觉,[],2024-05-18 14:07,3.0,"{'口味': '3.0', '环境': '4.0', '服务': '4.0', '性价比': '3.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},口味： 很好吃，很爱碱水，是那种欧式的口味，咸口 和外面面包店的不一样，口感偏硬，很有嚼劲 原料： 很纯正，一吃就知道是很好的原材料，而且份量很足，买了可以囤，当早餐很不错呀 [樱花]性价比： 适中 [薄荷]环境： 很好，很适合姐妹聚会，聊天拍照，安静文艺，一楼有小花园，本来想坐在小花园，但是有人，就木有拍啦～想做花园的可以早点去，去晚了估计就没有位置了，感觉生意很好！他们家还有日式面包和甜点蛋糕，下次试试 很安静,"['手冲咖啡', '碱水红豆棒']",2024-05-29 16:41,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},来高雄路走走逛逛，遇见的第一家店就是软小姐，门口有个小院子，店面小小的装修很精致，老板服务态度也好，主动提醒说大众点评有代金券可以用 「开心果泡芙」口感丰富，开心果酱味道不算浓，底下还有一层冰淇淋，最里面有酸甜的果酱，值得一试 「抹茶薄荷司康」淡淡的抹茶味，入口有薄荷的清凉感，司康是偏干的，个人更喜欢湿润绵软一些哒 饮品的话味道就比较一般啦，不做推荐～,['开心果泡芙'],2024-04-30 10:40,4.5,"{'口味': '4.0', '环境': '4.0', '服务': '4.5', '性价比': '3.5'}"
{'$oid': '665dada3206d76c065d5ba16'},口味： 微梦的老客户啦，口味一如既往的稳定，以前很喜欢吃百利甜和朗姆芝士，这次试了下招牌斑斓果袋，味道也很棒。奶油不腻，不甜，健康，朋友都是好评。  原料： 水果很新鲜，蜜瓜很甜，动物油吃起来放心，蛋糕坯也很蓬松，白巧克力入口即化。  [樱花]性价比： 团购后一磅130多，超级值得！  [薄荷]环境： 三环内免费送货上门，司机大哥会提前打电话，态度很好，包装的也很扎实。,[],2024-03-01 23:21,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},朋友过生日，不知道点啥蛋糕，正好发现以前关注了微梦的公众号！就点进去看，因为好兄弟之前过生日，就是定的他家，正好关注了！  朋友不喜欢吃太甜的，就点的朗姆芝士，正好不是很甜，而且我也喜欢吃芝士！  送货员会提前给你打电话，很负责，提前送达！  蛋糕包装非常好！包装也很精致！餐具也是金属的，显得很高端大气！朋友都种草了！,['朗姆芝士'],2024-01-13 10:23,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},非常失望，我预定的5点到6点的时间段送，他们4点半就送餐馆去了，我人都还没到，哪个4点半来办宴会的？而且我办的10岁的生日，蜡烛只给了6根，办生日宴会选这种小作坊式的店真的拉胯，出了什么问题连个投诉的地方都没有，我后悔也来不及了，生日宴很遗憾。,[],2024-05-08 14:09,,"{'口味': '0.5', '环境': '0.5', '服务': '0.5', '性价比': '0.5'}"
{'$oid': '665dada3206d76c065d5ba16'},太差劲了，下面的蛋糕体都是干的！无语现在还有这么拉胯的蛋糕店，送过来蛋糕还是冻的，里面冰碴都没化，戚风蛋糕干成了饼干。价格也不便宜，出品这么差真是牛逼。258两磅蛋糕不配拥有一个现烤的待遇，啊良心被预制菜吃了,[],2024-03-17 22:29,1.5,"{'口味': '1.0', '环境': '5.0', '服务': '5.0', '性价比': '0.5'}"
{'$oid': '665dada3206d76c065d5ba16'},「日式豆乳蛋糕」太好吃啦！超出预期！豆乳、芋泥、麻薯搭在一起简直是绝配！！一大家子都爱吃,['日式豆乳蛋糕'],2024-05-05 22:41,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dada3206d76c065d5ba16'},王家湾附近的甜品店，门脸很小，基本上都是做外卖的，造型漂亮，用料讲究，跟图片没差。,"['黑白巧克力慕斯', '日式豆乳蛋糕']",2024-05-05 22:34,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dada3206d76c065d5ba16'},银行送的蛋糕卡，之前没有听过这一家，查了一下，只做外卖。老人生日订了一个他家蛋糕，奶油很好吃，一点也不腻也不会太甜，水果很多很新鲜~老板很贴心，跟他说家里吃蛋糕的人不多，从三磅的换成两磅，还补了两个吐司,[],2023-11-19 10:16,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},[樱花]性价比: 网上订蛋糕特别方便，早上预订下午送达，包装精美，保温袋内有冰袋保鲜，还有蜡烛和餐具以及生日礼帽。价格也还OK，大众上有优惠！ 口味: 味道也是特别美味，浓浓的豆乳香，甜度适中，层次分明，口味丰富，一层芋泥，一层麻薯，老少皆宜，下次还会回购！,['日式豆乳蛋糕'],2023-12-31 19:17,5.0,"{'口味': '4.5', '环境': '4.5', '服务': '5.0', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},朋友生日就订了个，叫了个闪送给送来的，朋友开心的不得了，我们都不爱太甜的食物但又爱吃榴莲，就要了个一磅的，还阔以啊，反正三个好友一起吃，还留下大半，白巧克力搭配榴莲肉跟蛋糕，恩，口感真的很好哦喜欢的宝贝可以冲,['榴莲小姐'],2023-10-28 15:40,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},第一次吃这家蛋糕，感觉挺不错，不怎么甜。奶油不错，「日式豆乳蛋糕」豆乳加麻薯加芋泥的搭配深得我爱，因为第一次点没踩雷，所以会有所期待，会考虑点微梦蛋糕家其它的蛋糕试试，看是不是和这个豆乳的一样优秀，总之是值得再来的蛋糕店,[],2023-12-12 15:37,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},之前朋友过生日点过微梦家的蛋糕，觉得难得的不甜腻，一般大牌的蛋糕吃下口真的很甜腻，吃两口就不想吃了，吃过一次微梦家，挺有好感的，于是乎，爸爸生日就预订了「日式豆乳蛋糕」，不甜腻，低糖的，造型虽然简单，但不影响它的好吃,[],2023-12-12 15:18,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},纠结了好久好久选的这家 名字听着还不错看评论好多推荐了豆乳蛋糕 用的是蛋糕券直接买了 下单后会有工作人员联系核对订单信息这点还蛮好的 拿到手后满满的豆乳香味 没有那行花里胡哨的装饰 切开后里面有好多层芋泥麻薯奶油蛋糕胚 甜度偏低对减肥星人很友好不会担心长胖 奶油口感不错吃着不腻没想到这种搭配意外的好吃！,['日式豆乳蛋糕'],2023-09-18 14:08,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dada3206d76c065d5ba16'},每次家人朋友生日🎂，都会定微梦的蛋糕！之前的四季蛋糕和斑斓果袋都超级好吃，清甜不腻！这次尝试开心蜜瓜，汁水饱满清新脆爽，真的好吃！也推荐给了很多身边朋友！,[],2023-11-21 10:48,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
