_id,评论内容,喜欢的菜,发布时间,用户总分,用户打分
{'$oid': '665dad89206d76c065d5ba0e'},「定制虎皮盒子」正好路过~工作日排队并不长就买了~我要的是芋泥➕流心蛋黄➕抹茶➕脆海苔松肉~然后还买了两个「芋泥开心果奶酪球」  [樱花]性价比: 确实是不错的~口味能定制这个就真的很人性化~  注意💢： 点单前想好要买啥~人多的时候到了收银那边加东西可能就加不上！！！要重新排队……,['定制虎皮盒子'],2024-05-22 15:34,4.0,"{'口味': '4.5', '环境': '2.5', '服务': '2.5', '性价比': '4.0'}"
{'$oid': '665dad89206d76c065d5ba0e'},武汉|纯坊佳哥手作🍞  尝尝风很大的佳哥手作啦～ 刚好路过， 工作日早一点的话都不用排队。 再次路过几次， 下午到傍晚都在排队。  口味： 盲选了三个，因为妈妈和姨妈爱吃肉松选的都是肉松的。我只想吃个芋泥的，一眼就看到一个芋泥的卷就点啦。  「香葱火腿卷」 香葱蛋糕卷肉松特别多！身边两位肉松爱好者们表示一口停不下来因为肉松真的太多太香了。香葱的葱香搭配也是恰到好处。性价比是真的高  「芋泥魔芋卷」 一眼看到的盲选的一个芋泥的卷。吃起来真的很扎实，不甜，芋泥厚重，很突出芋泥本身的味道。爱了爱了。好爱不甜的芋泥！  「原味肉松小贝」 还买了一个肉松小贝，晚上回去加餐。满满的肉松，松松软软的蛋糕胚。  三个一共¥21.7，用料扎实，性价比蛮高。,[],"2024-04-25
  更新于2024-04-26 13:32",5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad89206d76c065d5ba0e'},很喜欢佳哥家的抹茶奶冻虎皮卷，但是没有拍照记录，微苦的抹茶奶油中间一大块奶冻，冰冰凉凉的超级好吃，芋泥奶冻卷也是，芋泥是很纯朴的味道，食物本身的清香，佳哥家的奶冻真的狠狠喜爱上了，冰冰凉凉微甜不腻 香葱肉松蛋糕卷，一口爱上的品，肉松脑袋大满足，混合着奶香的沙拉酱，整一个甜咸永动机喜欢死了 司康简直是性价比之神，这么大一块才2.5左右，黄油香很足也很好吃 定制盒子虎皮卷真的很推荐抹茶奶油，黑芝麻，芋泥，加海苔肉松，吃不腻真的吃不腻,['定制虎皮盒子'],2024-05-05 18:35,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},-☁☀️🎶⛱️ 今天也是一枚普通的女子 一如既往地热爱生活🌿“境随心转” 把自己变成糖，生活就甜了 隐藏在西北湖的一处小清新，要不是闺蜜带着都不知道的地儿。环境优雅，很有人气，常常没有位置。口感不错，其实品的是种意境，一种氛围。,[],2024-04-02 21:55,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0'}"
{'$oid': '665dad93206d76c065d5ba10'},一家隐藏在中古店里的咖啡馆，咖啡店面整体位置不大，但是很精致，各式各样的杯子供选择，每一个都好好看，店里小姐姐都非常有礼貌。,['冰美式'],2023-11-28 17:39,4.0,"{'口味': '3.5', '环境': '3.5', '服务': '4.5'}"
{'$oid': '665dad93206d76c065d5ba10'},[薄荷]环境： 去的时候人还挺多的，基本都坐满了，只有外面还有一个桌子。整个店设计风格还挺好看的。 口味： 点了两杯店员推荐的咖啡☕️口感不错～  外面铺了石子路比较适合拍照，里面好像有个古着店是一起的，也没进去逛，就坐着跟朋友喝了下咖啡聊聊天。也挺舒服的～,"['巴斯克焦烧芝士', '扁桃仁拿铁']",2023-10-10 16:52,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.0'}"
{'$oid': '665dad93206d76c065d5ba10'},花园道这一条真的很值得多逛逛，每次去都会发现不一样的景色。  这家咖啡厅在一个小院子里，进门第一家就是。  店里看着不大但是跟旁边的中古店连着的，去的时间刚营业，桌子上好多花花，还以为是间花店..hhh  老板娘说是刚买了。还没来得及整理，叫我随便坐。我一个人去的还比较拘谨。不过店员妹妹和老板娘都挺热情的。,[],2023-08-03 09:51,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},📍位置： 西北湖路13号 [薄荷]环境： 和一家中古店是连通的店面不大室内三张桌子也可以选择坐在室外 [服务铃]服务： 咖啡师小姐姐很友好饮品可以选择杯子都是店主收藏的但是仅限在室内用哦 出品： 「冰拿铁」杯量不大味道中规中矩拉花好看,['冰拿铁'],2023-07-30 16:53,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},和朋友约在花园道附近，偶然走进来发现是家小咖啡馆，咖啡说实话蛮普通的，当然价格也比较便宜，店主人蛮好的，温温柔柔的女孩子，感觉开这样的一家店也不是为了赚钱，花了心思布置，只是为了让自己有个呆着舒服的地方吧。,[],2023-08-02 17:29,4.0,"{'口味': '3.0', '环境': '3.5', '服务': '4.0'}"
{'$oid': '665dad93206d76c065d5ba10'},咖啡味道还不错，店内也很适合拍照打卡。,"['巴斯克焦烧芝士', '冰美式', '厚椰乳拿铁']",2023-09-21 11:20,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},老板娘超级温柔，自己带的小蛋糕，借了一个盘，超级安静，和朋友在店里玩了半天，推荐推荐,[],2023-08-21 11:14,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},喜欢他家的杯子收藏据说是日本定制,[],2023-10-10 14:11,4.5,"{'口味': '5.0', '环境': '4.5', '服务': '4.5'}"
{'$oid': '665dad93206d76c065d5ba10'},[薄荷]环境：超多好看的杯子和惊喜～,[],"2023-08-13
  更新于2023-08-14 00:42",5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},冰美式和手冲都蛮不错的，地段在西北湖，喝完咖啡还可以去边转转，还可以自己选杯子哦～,"['冰美式', 'Z+手冲']",2023-08-04 11:18,5.0,"{'口味': '4.5', '环境': '4.5', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},[薄荷]环境： 一开始以为是蛮大的店子，去了之后发现是蛮小的一个小小铺，里面大概三张小圆桌子  出品： 咖啡的话属于中规中矩的咖啡，家里用咖啡机做出来的味道，如果偶尔有机会路过可以来尝一尝，但是我大老远的跑过来就没必要 斯巴克蛋糕，味道整体还可以配着咖啡吃的话，没有那么容易腻和自己的好闺蜜做一两个小时，歇歇脚是个可以的地方。 如果想拍照的话，感觉不是很适合，比较小的店店，实在要拍的话就选个天气好的,"['巴斯克焦烧芝士', 'Z+手冲']",2023-06-01 18:37,3.0,"{'口味': '3.5', '环境': '3.5', '服务': '3.5'}"
{'$oid': '665dad93206d76c065d5ba10'},在一家小巷子根据导航找半天以为在马路牙子上谁知道在这个门里 店内不大但店外可以坐很多小妹妹来打卡拍照感觉单纯来喝咖啡的都有点突兀店内外都在拍照赶紧喝完走了咖啡种类很多找个工作日来坐下聊聊天感觉还是不错的,[],2023-06-01 17:53,4.0,"{'口味': '3.5', '环境': '3.5', '服务': '3.5'}"
{'$oid': '665dad93206d76c065d5ba10'},口味： 很好看也很好吃老板非常会做！还在培训员工！ 出品： 好看好看好看甜品非常有颜值！还有咖啡用的杯子都是限量版的非常好看很适合拍照有点复古风的味道 [薄荷]环境： 复古ins的感觉里面还有一个奢侈品包包店是一起的 喝咖啡的时候还可以去看看包包 [服务铃]服务： 老板和服务员态度都非常好,"['青提气泡', 'Z+手冲', '厚椰乳拿铁']",2023-05-28 11:57,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0'}"
{'$oid': '665dad93206d76c065d5ba10'},很有氛围的一家咖啡小店，在路边的老建筑里，门口有一个户外小院子#因为在附近公园玩，在大众上看到的这家店，就来试试，果然没失望#虽在老房子里，但是装饰风格很舒服，店里干净温馨，咖啡和蛋糕都很棒，这个套餐很划算,[],2023-05-06 09:39,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},店名很独特，店比较小，甜品味道还不错。去晚了有些已经售罄。 店内比较小，感觉应该是老店了，有一些linefriends的周边，还算可爱。餐具也挺可爱的，不过有些餐具有些破损会影响出片。 如果整体格局环境和餐具上再注意更美观一点，效果应该会更好,[],2024-05-17 14:27,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},《没有名字的甜品店》，我记得是一部台湾的治愈美食电视剧。好像这家店的老板也是台湾人，特地买了老板从台湾背回来的大橄榄。这是家非常可爱的店子，被同事带过来，一进门就爱了。店面不大，很干净整洁，让人感觉很温暖，老板娘也很温柔。每个蛋糕都很漂亮，让人舍不得下口，味道不腻很清爽。,[],2024-04-01 16:22,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},一家“🐻出末”的甜品店  [薄荷]环境： 武汉市政府旁边的小路，看到一元路小学后左转往前走三分钟就可以看到这个店啦，门头不大，这一看就是主要做小学和小区生意的啦。但这种才是好，酒好不怕巷子深，我反而不爱那种装修特华丽的网红店。店里好多布朗🐻出现呀 原料：据说是动物奶油，因为会化，我还是吃得出来的，确实是的。  口味： 「榛子布朗」今天天气热，有20度，拿回去，熊的图案被我抖掉啦，但味道不错的，里面是巧克力奶油。「原味芝士」这个焦糖味浓，不够吃啊。  [樱花]性价比： 我买的「原味芝士」20，「榛子布朗」18，价格比有些小店要贵一点，但这地段，还有用的原料，也可以理解啦。,"['榛子布朗', '原味芝士']",2023-12-08 21:06,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},口味：两个蛋糕感觉味道一般吧，不过价格也不贵。  原料：不甜腻的蛋糕，也是很可爱的甜品小造型啦，应该会有很多小朋友喜欢，  [薄荷]环境：老板很热情，店里的位置比较小，很多都是附近上学的孩子过来吃。  路过的话可以去尝一尝。,[],2024-04-17 11:11,3.0,"{'口味': '3.0', '环境': '3.0', '服务': '3.0', '性价比': '3.0'}"
{'$oid': '665dad97206d76c065d5ba12'},在收藏夹里躺了很久的一家私房蛋糕店，周六店休，而每次路过总在周六🫣元旦假期总算打卡了。可能是假期，蛋糕的产品只剩几样，想吃的芋泥系全没有，最后挑了两个“偏门”，一袋辣橄榄一个老婆饼，台湾特色嘛😅，味道都不错。 橄榄酸甜，后味微辣，十分开胃解馋，老婆饼内馅好于酥皮，皮带奶香可有点干硬了，馅微糯微沙微甜，有点台味。 怀念台湾宜兰的糕饼,[],2024-01-02 14:16,3.5,"{'口味': '3.5', '环境': '3.5', '服务': '4.5', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},爽吃绵绵冰！草莓过季了还挺酸，芒果跟菠萝超甜！ 中午来吃，进口非常清爽，一人一份毫无压力～～ 带走了一罐曲奇，口感很细腻又不会过分甜，下次再来吃吃其他的,[],2024-04-14 21:20,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},朋友从外地来做过功课的打卡小店，在武汉这么久也是我第一次来。店子氛围挺温柔的。甜品还不错，比较适合citywalk中间来个茶歇。,[],2024-05-12 16:01,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
{'$oid': '665dad97206d76c065d5ba12'},[薄荷]环境： 门面和店面都比较小，只有几桌可以坐着休息，像开在学校门口小甜品店的装修。 口味： 个人感觉比较一般，纯甜。看了推荐抱了很大期待特地找去，很让人失望。 [樱花]性价比： 人均30左右，也不贵，就是这种小店性价比太低了。,[],2024-01-11 08:48,3.5,"{'口味': '3.0', '环境': '3.5', '服务': '5.0', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},挺温馨的一家小店，在附近玩累了，正好路过就进去歇一会。甜品造型都很可爱，尝试了椰子慕斯，奶香浓郁。提拉米苏的造型个人比较喜欢，还点了红豆绵绵沙，甜度刚好，又不会太甜。生椰拿铁用的是一次性的杯子，感觉不那么精致，和店里其他东西不搭配。店里到处是小熊，童心童趣。,['红豆炼奶'],2023-09-20 14:26,4.5,"{'口味': '5.0', '环境': '5.0', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},非常可爱的店子，虽然本来是想喝东西但是没有饮品只有甜品但是确实被可爱到了,[],2024-01-09 15:55,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},没有名字的甜品店，在洞庭街上，看完知音号以后热得不行，吃一个这个非常解暑。水果绵绵冰应该算是他们家的招牌之一，牛奶绵绵冰打底，搭配各种应季水果芒果，提子，火龙果。他们家的装饰是很可爱的布朗熊，还有很多在台湾得的奖状，感觉其他甜品应该也很nice～,[],2023-09-25 21:24,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '3.5'}"
{'$oid': '665dad97206d76c065d5ba12'},很有特色的台式点心店，在旁边定做衣服的时候，老板推荐的，之后一发不可收拾，每个月总要买点特色的，芋头酥和红豆酥真的百吃不腻。,[],2024-02-13 20:54,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},在江滩附近逛完，正好有点空档，想吃点甜品稍微休息一下，就搜到了这家，门面小小的不起眼，进来发现别有洞天，风格偏韩系小清新，甜品颜值也都很高。 被布朗熊和小黄鸭吸引了，分别是巧克力和芒果慕斯，造型可可爱爱，入口即化，甜度把握刚刚好不会甜腻，巧克力的味道偏黑巧很浓郁，芒果味能尝出芒果的清香，出乎意料的好吃！ 看了下店里挂的介绍，店主应该是个蛮厉害的台湾甜品师，得过很多奖。临走我们又带了四个凤梨酥，尝尝是不是之前在台湾的味道～下次来武汉再让对象试试他心心念念的榴莲芝士吧,"['小黄鸭', '布朗熊']",2023-09-10 16:43,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad97206d76c065d5ba12'},门口很吸引人，我是在点评网上搜了想吃刨冰来的，结果店里的氛围和转修感觉并不适合一个男的坐里面独啃刨冰，只好打包带走🏑，看店里的招牌是大福，结果没有，就随便选了个手指泡芙，超出预期的好吃，外面糖浆很清爽，里面的夹心很有水果风味，价格也还行吧，真的不错吃。,[],2023-08-01 02:05,4.5,"{'口味': '5.0', '环境': '4.0', '服务': '5.0', '性价比': '4.5'}"
{'$oid': '665dad97206d76c065d5ba12'},从2017年开始就一直光顾的一家店，店面不大，但是很温暖，甜品做的都很有水准，希望后面能吃到新的甜品！榴莲芝士超级浓郁,"['榴莲芝士', '伯爵红茶千层']",2023-11-21 13:49,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},路过的时候被大大的蝴蝶结吸引到了，办完事就直接来冲了，进门店主在装恰巴塔，烤的好好看。我前面一对父女，店主很耐心给父亲推荐适合小姑娘吃的品类。我买的司康大满贯，选了6种司康。司康用料很足，根据口味不同可以吃到有浓浓的原料味道：黄油、面粉、坚果、红茶、玫瑰花、巧克力、苹果、肉桂……还有不知道的香料，司康真的很香。我有几个是放到第二天吃的，吃之前打开袋子闻到幸福感一整个up！是很香很好吃的香味！对了有个无花果味道的大众评论菜品上没有，这个也好吃，可以吃到无花果脆脆的籽，很喜欢。写评论的时候我又开始馋了ԅ(¯﹃¯ԅ)下次来吃漂亮的小蛋糕,"['肉桂苹果司康', '奥利奥司康', '巧克力司康', '伯爵茶玫瑰司康', '焦糖海盐司康', '司康大满贯']",2024-05-31 12:45,5.0,"{'口味': '5.0', '环境': '5.0', '服务': '5.0', '性价比': '5.0'}"
{'$oid': '665dad9f206d76c065d5ba14'},点了好几次他家的面包盲盒，一次比一次体验好。 他家产品很丰富，而且每一个面包的个头都比较大。每种类型的特点都比较突出。比如恰巴塔的面就很有韧劲，花椒的味道比较明显，还挺特别的。牛角包一般，海盐味比较突出，但是有点偏咸。,[],2024-05-30 12:26,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},之前在万象城参加面包节的时候就种草了她们家； 这次来高雄路发现了她们的店，地理位置很好；像一个小花园…小小的店里充满了面包店香味，看到了很火的扁可颂；口感是偏软的不是很脆的那种，喜欢。早上一个可颂一杯咖啡，可以悠闲的在她家花园坐一坐，很不错呢,[],2024-06-01 09:36,4.5,"{'口味': '4.5', '环境': '4.5', '服务': '4.5', '性价比': '4.5'}"
{'$oid': '665dad9f206d76c065d5ba14'},在我的理论里，做不好夸夸的店，只可能是两种原因：  1.根本没有吃过好夸夸 2.吃过，但能力欠缺  要不是被高雄路上肆意的文艺气息吸引，要不是我对武汉烘焙界还抱有一丝希望，要不是这家店的门头有一点五分巴黎的影子，我也不至于花16块点一只原味夸。  一口咬下去，大脑记忆立即发生了跳转，让我想到上个月助理失误订的廉价酒店里的牙刷——干涩。  是的，在我敏锐的嗅觉下，不仅黄油味难寻，任何面粉香气也没有被拾到，只有干涩。  真是苦了这条看似情调品味高雅小街周围的居民，细细品鉴这洋盘气氛之后的作品，除了失望，只有对武汉这座土炮县城的更深刻认识。  真的，16块，还不如吃十八线县城小超市门口的老面包。  在点评里，凡是说这家店夸夸好吃的，就不说你们没吃过好东西了，准确说你们连基本款都没见到过，一个个都没见识的样子，构成了武汉烘焙主要的受众——喂点吃的就能满足的，外码和外行。  顺便说一句，对夸夸感兴趣的，可以看我对武汉其他夸夸店的点评。,[],2024-05-18 08:34,4.0,"{'口味': '4.0', '环境': '4.0', '服务': '4.0', '性价比': '4.0'}"
